bank,year,metric,metricName,mainValue,tushareValue,scrapedValue,selectedSource,scrapedSource,relatedScrapedTables,verificationStatus,differenceAbs,differencePct,managementAction
青岛,2025,nim,净息差,1.66,,1.66,main,nim_long.csv:nim_pct:p9,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛,2025,npl,不良贷款率,0.97,,0.97,main,special_metrics_long.csv:不良贷款率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛,2025,provisionCoverage,拨备覆盖率,292.3,,292.3,main,special_metrics_long.csv:拨备覆盖率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛,2025,cet1,核心一级资本充足率,8.67,,8.67,main,special_metrics_long.csv:核心一级资本充足率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛,2025,liquidityCoverageRatio,流动性覆盖率,213.25,,213.25,main,special_metrics_long.csv:流动性覆盖率:p62,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,roa,总资产收益率,0.7647,,0.76,main,special_metrics_long.csv:总资产收益率:p12,,matched,0.0047,0.006184,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,roe,净资产收益率,12.17,,12.17,main,special_metrics_long.csv:净资产收益率:p12,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,costIncomeRatio,成本收入比,28.35,,28.35,main,special_metrics_long.csv:成本收入比:p12,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,nim,净息差,1.53,,1.53,main,nim_long.csv:nim_pct:p27,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,npl,不良贷款率,1.05,,1.05,main,special_metrics_long.csv:不良贷款率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,provisionCoverage,拨备覆盖率,355.91,,355.91,main,special_metrics_long.csv:拨备覆盖率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,cet1,核心一级资本充足率,11.61,,11.61,main,special_metrics_long.csv:核心一级资本充足率:p13,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
齐鲁,2025,liquidityCoverageRatio,流动性覆盖率,274.65,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
上海农商行,2025,roa,总资产收益率,0.8226,,0.82,main,special_metrics_long.csv:总资产收益率:p17,,matched,0.0026,0.003171,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,roe,净资产收益率,9.74,,9.74,main,special_metrics_long.csv:净资产收益率:p17,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,costIncomeRatio,成本收入比,32.99,,32.99,main,special_metrics_long.csv:成本收入比:p17,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,nim,净息差,1.37,,1.37,main,nim_long.csv:nim_pct:p17,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,npl,不良贷款率,0.96,,0.96,main,special_metrics_long.csv:不良贷款率:p17,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,provisionCoverage,拨备覆盖率,328.87,,328.87,main,special_metrics_long.csv:拨备覆盖率:p17,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,cet1,核心一级资本充足率,14.44,,14.44,main,special_metrics_long.csv:核心一级资本充足率:p17,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
上海农商行,2025,liquidityCoverageRatio,流动性覆盖率,234.14,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
东莞农商行,2025,roa,总资产收益率,0.5029,,0.5,main,special_metrics_long.csv:总资产收益率:p20,,matched,0.0029,0.0058,主表值与核验源在容忍阈值内，可进入主报告。
东莞农商行,2025,roe,净资产收益率,6.18,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
东莞农商行,2025,costIncomeRatio,成本收入比,38.36,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
东莞农商行,2025,nim,净息差,1.25,,1.25,main,nim_long.csv:nim_pct:p25,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
东莞农商行,2025,npl,不良贷款率,1.79,,1.79,main,special_metrics_long.csv:不良贷款率:p21,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
东莞农商行,2025,provisionCoverage,拨备覆盖率,207.68,,207.68,main,special_metrics_long.csv:拨备覆盖率:p21,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
东莞农商行,2025,cet1,核心一级资本充足率,13.3,,13.3,main,special_metrics_long.csv:核心一级资本充足率:p20,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
东莞农商行,2025,liquidityCoverageRatio,流动性覆盖率,206.28,,206.28,main,special_metrics_long.csv:流动性覆盖率:p60,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,roa,总资产收益率,1.16,,1.16,main,special_metrics_long.csv:总资产收益率:p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,roe,净资产收益率,14.05,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
常熟农商行,2025,costIncomeRatio,成本收入比,35.66,,35.66,main,special_metrics_long.csv:成本收入比:p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,nim,净息差,2.53,,2.53,main,nim_long.csv:nim_pct:p15,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,npl,不良贷款率,0.76,,0.76,main,special_metrics_long.csv:不良贷款率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,provisionCoverage,拨备覆盖率,451.25,,451.25,main,special_metrics_long.csv:拨备覆盖率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,cet1,核心一级资本充足率,11.6,,11.6,main,special_metrics_long.csv:核心一级资本充足率:p156,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
常熟农商行,2025,liquidityCoverageRatio,流动性覆盖率,286.43,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
广州农商行,2025,roa,总资产收益率,0.1797,,0.18,main,special_metrics_long.csv:平均资产回报率:p21,,matched,-0.0003,0.001667,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,roe,净资产收益率,,,2.37,annual_report_scraped,special_metrics_long.csv:加权平均净资产收益率:p21,,filled_from_validation,,,主表缺值，核验源已有值；可作为补充值但需保留来源。
广州农商行,2025,costIncomeRatio,成本收入比,40.0,,40.0,main,special_metrics_long.csv:成本收入比:p21,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,nim,净息差,1.08,,1.08,main,nim_long.csv:nim_pct:p31,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,npl,不良贷款率,1.86,,1.86,main,special_metrics_long.csv:不良贷款率:p21,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,provisionCoverage,拨备覆盖率,161.85,,161.85,main,special_metrics_long.csv:拨备覆盖率:p21,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,cet1,核心一级资本充足率,9.61,,9.61,main,special_metrics_long.csv:核心一级资本充足率:p21,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
广州农商行,2025,liquidityCoverageRatio,流动性覆盖率,241.16,,241.16,main,special_metrics_long.csv:流动性覆盖率:p319,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,roa,总资产收益率,0.8883,,0.89,main,special_metrics_long.csv:总资产收益率:p9,,matched,-0.0017,0.00191,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,roe,净资产收益率,10.36,,10.36,main,special_metrics_long.csv:加权平均净资产收益率:p6,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,costIncomeRatio,成本收入比,35.43,,35.43,main,special_metrics_long.csv:成本收入比:p9,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,nim,净息差,1.39,,1.39,main,nim_long.csv:nim_pct:p15,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,npl,不良贷款率,0.94,,0.94,main,special_metrics_long.csv:不良贷款率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,provisionCoverage,拨备覆盖率,328.87,,328.87,main,special_metrics_long.csv:拨备覆盖率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,cet1,核心一级资本充足率,10.93,,10.93,main,special_metrics_long.csv:核心一级资本充足率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
张家港农商行,2025,liquidityCoverageRatio,流动性覆盖率,248.27,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
无锡农商行,2025,roa,总资产收益率,0.859,,0.86,main,special_metrics_long.csv:总资产收益率:p8,,matched,-0.001,0.001163,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,roe,净资产收益率,10.05,,10.05,main,special_metrics_long.csv:加权平均净资产收益率:p7,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,costIncomeRatio,成本收入比,30.5,,30.5,main,special_metrics_long.csv:成本收入比:p198,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,nim,净息差,1.35,,1.35,main,nim_long.csv:nim_pct:p8,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,npl,不良贷款率,0.77,,0.77,main,special_metrics_long.csv:不良贷款率:p8,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,provisionCoverage,拨备覆盖率,414.91,,414.91,main,special_metrics_long.csv:拨备覆盖率:p8,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,cet1,核心一级资本充足率,11.84,,11.84,main,special_metrics_long.csv:核心一级资本充足率:p8,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
无锡农商行,2025,liquidityCoverageRatio,流动性覆盖率,224.56,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
江阴农商行,2025,roa,总资产收益率,0.9644,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,roe,净资产收益率,10.71,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,costIncomeRatio,成本收入比,30.08,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,nim,净息差,1.6,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,npl,不良贷款率,0.82,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,provisionCoverage,拨备覆盖率,329.98,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,cet1,核心一级资本充足率,13.63,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
江阴农商行,2025,liquidityCoverageRatio,流动性覆盖率,159.87,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
瑞丰农商行,2025,roa,总资产收益率,0.8602,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
瑞丰农商行,2025,roe,净资产收益率,10.2,,10.2,main,special_metrics_long.csv:加权平均净资产收益率:p11,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,costIncomeRatio,成本收入比,30.88,,30.88,main,special_metrics_long.csv:成本收入比:p3,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,nim,净息差,1.5,,1.5,main,nim_long.csv:nim_pct:p28,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,npl,不良贷款率,0.99,,0.99,main,special_metrics_long.csv:不良贷款率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,provisionCoverage,拨备覆盖率,326.51,,326.51,main,special_metrics_long.csv:拨备覆盖率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,cet1,核心一级资本充足率,12.65,,12.65,main,special_metrics_long.csv:核心一级资本充足率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
瑞丰农商行,2025,liquidityCoverageRatio,流动性覆盖率,185.46,,185.46,main,special_metrics_long.csv:流动性覆盖率:p14,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,roa,总资产收益率,0.4442,,0.44,main,special_metrics_long.csv:总资产收益率:p10,,matched,0.0042,0.009545,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,roe,净资产收益率,6.17,,6.17,main,special_metrics_long.csv:净资产收益率:p10,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,costIncomeRatio,成本收入比,36.73,,36.73,main,special_metrics_long.csv:成本收入比:p11,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,nim,净息差,1.13,,1.13,main,nim_long.csv:nim_pct:p11,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,npl,不良贷款率,1.35,,1.35,main,special_metrics_long.csv:不良贷款率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,provisionCoverage,拨备覆盖率,180.09,,180.09,main,special_metrics_long.csv:拨备覆盖率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,cet1,核心一级资本充足率,10.62,,10.62,main,special_metrics_long.csv:核心一级资本充足率:p12,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
紫金农商行,2025,liquidityCoverageRatio,流动性覆盖率,128.95,,128.95,main,special_metrics_long.csv:流动性覆盖率:p30,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,roa,总资产收益率,0.9186,,0.79,main,special_metrics_long.csv:总资产收益率:p15,,source_conflict_review,0.1286,0.162785,主表值与核验源差异超过阈值，需复核单位、符号或合并口径。
苏州农商行,2025,roe,净资产收益率,10.84,,10.84,main,special_metrics_long.csv:加权平均净资产收益率:p11,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,costIncomeRatio,成本收入比,34.31,,34.31,main,special_metrics_long.csv:成本收入比:p11,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,nim,净息差,1.41,,1.41,main,nim_long.csv:nim_pct:p11,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,npl,不良贷款率,0.88,,0.88,main,special_metrics_long.csv:不良贷款率:p11,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,provisionCoverage,拨备覆盖率,370.17,,370.17,main,special_metrics_long.csv:拨备覆盖率:p11,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,cet1,核心一级资本充足率,10.65,,10.65,main,special_metrics_long.csv:核心一级资本充足率:p11,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州农商行,2025,liquidityCoverageRatio,流动性覆盖率,144.66,,144.66,main,special_metrics_long.csv:流动性覆盖率:p13,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,roa,总资产收益率,0.781,,0.78,main,special_metrics_long.csv:总资产收益率:p25,,matched,0.001,0.001282,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,roe,净资产收益率,9.18,,9.18,main,special_metrics_long.csv:加权平均净资产收益率:p25,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,costIncomeRatio,成本收入比,31.22,,31.22,main,special_metrics_long.csv:成本收入比:p25,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,nim,净息差,1.6,,1.6,main,nim_long.csv:nim_pct:p34,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,npl,不良贷款率,1.08,,1.08,main,special_metrics_long.csv:不良贷款率:p25,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,provisionCoverage,拨备覆盖率,367.26,,367.26,main,special_metrics_long.csv:拨备覆盖率:p25,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,cet1,核心一级资本充足率,12.67,,12.67,main,special_metrics_long.csv:核心一级资本充足率:p25,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
重庆农商行,2025,liquidityCoverageRatio,流动性覆盖率,461.82,,461.82,main,special_metrics_long.csv:流动性覆盖率:p83,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,roa,总资产收益率,0.6292,,0.63,main,special_metrics_long.csv:总资产收益率:p13,,matched,-0.0008,0.00127,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,roe,净资产收益率,7.94,,7.94,main,special_metrics_long.csv:加权平均净资产收益率:p13,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,costIncomeRatio,成本收入比,36.47,,36.47,main,special_metrics_long.csv:成本收入比:p13,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,nim,净息差,1.6,,1.6,main,nim_long.csv:nim_pct:p19,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,npl,不良贷款率,1.75,,1.75,main,special_metrics_long.csv:不良贷款率:p13,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,provisionCoverage,拨备覆盖率,261.01,,261.01,main,special_metrics_long.csv:拨备覆盖率:p13,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,cet1,核心一级资本充足率,10.07,,10.07,main,special_metrics_long.csv:核心一级资本充足率:p272,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
青岛农商行,2025,liquidityCoverageRatio,流动性覆盖率,379.1,,379.1,main,special_metrics_long.csv:流动性覆盖率:p49,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
